,Order,PID,area,price,MS.SubClass,MS.Zoning,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,AgeofHouse
2502,2503,533128030,2295,268000,60,RL,13346,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,728.0,Unf,0.0,367.0,1095.0,GasA,Ex,Y,SBrkr,1166,1129,0,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992.0,RFn,2.0,590.0,TA,TA,Y,0,40,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,6
2503,2504,533128090,1624,262000,20,RL,12461,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456.0,Unf,0.0,168.0,1624.0,GasA,Ex,Y,SBrkr,1624,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994.0,RFn,3.0,757.0,TA,TA,Y,0,114,192,0,0,0,Not Present,GdPrv,Not Present,0,7,2006,WD ,Normal,11
2504,2505,533206040,1143,176400,120,FV,3628,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,0,0,0.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2004.0,RFn,2.0,588.0,TA,TA,Y,0,191,0,0,0,0,Not Present,Not Present,Not Present,0,5,2006,WD ,Normal,2
2505,2506,533208050,1247,197000,120,FV,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1039.0,Unf,0.0,208.0,1247.0,GasA,Ex,Y,SBrkr,1247,0,0,1.0,0.0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,2005.0,Fin,2.0,550.0,TA,TA,Y,0,84,0,0,0,0,Not Present,Not Present,Not Present,0,4,2006,WD ,Normal,1
2506,2507,533212100,1200,151000,160,FV,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520,600,80,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Not Present,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Normal,1
2507,2508,533212110,1223,147400,160,FV,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520,623,80,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Not Present,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,1
2508,2509,533212120,1223,149900,160,FV,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520,623,80,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Not Present,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,1
2509,2510,533212130,1200,144152,160,FV,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520,600,80,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Not Present,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,Not Present,Not Present,Not Present,0,4,2006,WD ,Abnorml,1
2510,2511,533221080,1524,166000,160,FV,2998,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,0.0,403.0,756.0,GasA,Ex,Y,SBrkr,768,756,0,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Not Present,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Normal,6
2511,2512,533223010,1452,183900,160,FV,3735,Pave,Not Present,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,Unf,0.0,241.0,691.0,GasA,Ex,Y,SBrkr,713,739,0,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Not Present,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,0,34,0,0,0,0,Not Present,Not Present,Not Present,0,3,2006,WD ,Normal,7
2512,2513,533223080,1382,165000,160,FV,2651,Pave,Not Present,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,641.0,Unf,0.0,32.0,673.0,GasA,Ex,Y,SBrkr,673,709,0,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Not Present,Detchd,2000.0,Unf,2.0,490.0,TA,TA,Y,153,50,0,0,0,0,Not Present,Not Present,Not Present,0,4,2006,WD ,Normal,6
2513,2514,533223110,1080,139000,160,FV,4447,Pave,Not Present,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,530.0,530.0,GasA,Ex,Y,SBrkr,530,550,0,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Not Present,Attchd,2003.0,RFn,2.0,496.0,TA,TA,Y,0,50,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,3
2514,2515,533241010,1694,200000,60,FV,8314,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,569.0,569.0,GasA,Ex,Y,SBrkr,854,840,0,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,BuiltIn,1997.0,Unf,1.0,434.0,TA,TA,Y,0,382,0,0,110,0,Not Present,GdPrv,Not Present,0,11,2006,WD ,Normal,8
2515,2516,533242030,1568,221000,20,FV,7180,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1568.0,1568.0,GasA,Ex,Y,SBrkr,1568,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,564.0,TA,TA,Y,0,266,0,0,0,0,Not Present,Not Present,Not Present,0,9,2006,WD ,Normal,4
2516,2517,533250130,1494,270000,120,RL,9549,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437.0,GLQ,1057.0,0.0,1494.0,GasA,Ex,Y,SBrkr,1494,0,0,1.0,0.0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2.0,481.0,TA,TA,Y,0,30,0,0,216,0,Not Present,Not Present,Not Present,0,4,2006,WD ,Normal,10
2517,2518,533252020,1208,165000,20,RL,11250,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,767.0,Unf,0.0,441.0,1208.0,GasA,TA,Y,SBrkr,1208,0,0,1.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2.0,546.0,TA,TA,Y,198,42,0,0,0,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Normal,29
2518,2519,533253030,1235,214000,120,RL,3760,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1009.0,LwQ,182.0,44.0,1235.0,GasA,Gd,Y,SBrkr,1235,0,0,1.0,0.0,1,0,1,1,TA,4,Typ,3,TA,Attchd,1980.0,Fin,2.0,484.0,TA,TA,Y,133,78,0,0,0,0,Not Present,Not Present,Not Present,0,5,2006,WD ,Normal,26
2519,2520,533253050,1036,188000,120,RL,3640,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,860.0,Unf,0.0,176.0,1036.0,GasA,TA,Y,SBrkr,1036,0,0,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Detchd,1980.0,Fin,2.0,484.0,TA,TA,Y,133,108,0,0,0,0,Not Present,Not Present,Not Present,0,9,2006,WD ,Normal,26
2520,2521,533253090,1226,190000,120,RL,3874,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,807.0,Unf,0.0,419.0,1226.0,GasA,TA,Y,SBrkr,1226,0,0,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Fa,Attchd,1980.0,Fin,2.0,484.0,TA,TA,Y,133,78,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,26
2521,2522,533253160,1226,170000,120,RL,3876,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,652.0,Rec,526.0,48.0,1226.0,GasA,TA,Y,SBrkr,1226,0,0,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2.0,484.0,TA,TA,Y,133,60,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,28
2522,2523,533350050,1842,385000,20,RL,50271,Pave,Not Present,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.0,Unf,0.0,32.0,1842.0,GasA,Gd,Y,SBrkr,1842,0,0,2.0,0.0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3.0,894.0,TA,TA,Y,857,72,0,0,0,0,Not Present,Not Present,Not Present,0,11,2006,WD ,Normal,19
2523,2524,534125210,1193,146500,190,RL,13110,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,TA,TA,CBlock,Gd,TA,No,GLQ,962.0,Unf,0.0,191.0,1153.0,GasA,Ex,Y,SBrkr,1193,0,0,1.0,0.0,2,0,2,1,TA,6,Typ,0,Not Present,Attchd,1972.0,Fin,2.0,501.0,TA,TA,Y,140,153,0,0,0,0,Not Present,MnPrv,Not Present,0,7,2006,WD ,Normal,34
2524,2525,534126060,1920,170000,80,RL,10192,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,570.0,570.0,GasA,Gd,Y,SBrkr,1222,698,0,0.0,0.0,3,0,4,1,Gd,8,Typ,1,TA,Attchd,1968.0,RFn,2.0,487.0,TA,TA,Y,0,98,0,0,0,0,Not Present,GdPrv,Not Present,0,9,2006,WD ,Normal,14
2525,2526,534127190,2156,262500,20,RL,20781,Pave,Not Present,IR2,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,7,7,1968,2003,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,297.0,Rec,68.0,1203.0,1568.0,GasA,TA,Y,SBrkr,2156,0,0,0.0,0.0,2,0,3,1,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2.0,508.0,Gd,TA,Y,0,80,0,290,0,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Normal,3
2526,2527,534127270,1416,179900,60,RL,11700,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,TA,TA,CBlock,TA,TA,No,ALQ,404.0,Unf,0.0,304.0,708.0,GasA,Gd,Y,SBrkr,708,708,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1968.0,RFn,2.0,776.0,TA,TA,Y,0,169,0,0,119,0,Not Present,Not Present,Not Present,0,5,2006,WD ,Normal,38
2527,2528,534128210,2654,250000,60,RL,11029,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619.0,Unf,0.0,435.0,1054.0,GasA,TA,Y,SBrkr,1512,1142,0,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968.0,Unf,2.0,619.0,TA,TA,Y,0,65,0,0,222,0,Not Present,Not Present,Not Present,0,8,2006,WD ,Normal,22
2528,2529,534129230,1790,165150,60,RL,10400,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,TA,TA,CBlock,TA,TA,No,Rec,247.0,Unf,0.0,485.0,732.0,GasA,Gd,Y,SBrkr,1012,778,0,1.0,0.0,1,2,4,1,TA,8,Min2,1,TA,Attchd,1972.0,RFn,2.0,484.0,TA,TA,Y,148,0,0,0,147,0,Not Present,Not Present,Not Present,0,11,2006,WD ,Normal,34
2529,2530,534175100,1334,164500,20,RL,10140,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,LwQ,68.0,713.0,1334.0,GasA,Gd,Y,SBrkr,1334,0,0,1.0,0.0,2,0,3,1,TA,7,Typ,0,Not Present,Attchd,1967.0,RFn,2.0,477.0,TA,TA,Y,0,20,35,0,264,0,Not Present,Not Present,Not Present,0,4,2006,WD ,Normal,39
2530,2531,534176250,1164,140000,20,RL,9600,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1164.0,1164.0,GasA,TA,Y,SBrkr,1164,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,Not Present,Attchd,1969.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,COD,Normal,37
2531,2532,534201130,980,135500,80,RL,9750,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400.0,Rec,480.0,100.0,980.0,GasA,Gd,Y,SBrkr,980,0,0,0.0,0.0,2,0,3,1,TA,6,Typ,0,Not Present,Attchd,1967.0,Fin,1.0,384.0,TA,TA,Y,68,0,0,0,0,0,Not Present,Not Present,Not Present,0,10,2006,WD ,Normal,39
2532,2533,534201230,1051,142000,20,RL,9600,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,758.0,Unf,0.0,293.0,1051.0,GasA,Gd,Y,SBrkr,1051,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1968.0,RFn,2.0,504.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,38
2533,2534,534201250,1770,155000,60,RL,8640,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,300.0,TA,TA,CBlock,Gd,Fa,Mn,ALQ,361.0,Rec,483.0,56.0,900.0,GasA,Ex,Y,SBrkr,884,886,0,1.0,0.0,1,1,4,1,TA,7,Typ,0,Not Present,Attchd,1968.0,RFn,2.0,530.0,TA,TA,Y,0,60,0,0,270,0,Not Present,Not Present,Shed,455,6,2006,WD ,Normal,38
2534,2535,534201260,976,157500,20,RL,9360,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,760.0,Unf,0.0,216.0,976.0,GasA,TA,Y,SBrkr,976,0,0,1.0,0.0,1,0,2,1,Gd,4,Typ,1,Fa,Attchd,1968.0,RFn,2.0,504.0,TA,TA,Y,94,0,0,0,0,0,Not Present,Not Present,Not Present,0,8,2006,WD ,Abnorml,2
2535,2536,534201280,1052,138500,20,RL,8400,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016.0,Unf,0.0,36.0,1052.0,GasA,Gd,Y,SBrkr,1052,0,0,1.0,0.0,1,1,3,1,TA,5,Typ,0,Not Present,Attchd,1968.0,RFn,1.0,288.0,TA,TA,Y,356,0,0,0,0,0,Not Present,GdWo,Not Present,0,11,2006,WD ,Normal,38
2536,2537,534201300,898,140000,85,RL,8400,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,744.0,Unf,0.0,89.0,833.0,GasA,Gd,Y,SBrkr,898,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1968.0,RFn,1.0,326.0,TA,TA,Y,143,0,0,0,0,0,Not Present,Not Present,Not Present,0,8,2006,WD ,Normal,38
2537,2538,534202020,1051,124400,20,RL,9759,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,799.0,Unf,0.0,252.0,1051.0,GasA,TA,Y,SBrkr,1051,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1966.0,RFn,1.0,264.0,TA,TA,Y,182,88,0,0,0,0,Not Present,Not Present,Not Present,0,3,2006,WD ,Normal,40
2538,2539,534202180,1141,158000,80,RL,9600,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,140.0,TA,TA,PConc,TA,TA,Av,ALQ,602.0,Rec,402.0,137.0,1141.0,GasA,Gd,Y,SBrkr,1141,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1967.0,Unf,1.0,568.0,TA,TA,Y,0,78,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,39
2539,2540,534226060,1200,146000,20,RL,9230,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0.0,203.0,864.0,GasA,Gd,Y,SBrkr,1200,0,0,1.0,0.0,1,1,1,1,Gd,6,Typ,0,Not Present,Detchd,1977.0,Unf,2.0,884.0,TA,TA,Y,0,64,0,0,0,0,Not Present,MnPrv,Not Present,0,10,2006,WD ,Normal,8
2540,2541,534250300,1993,190000,60,RL,14803,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,Rec,416.0,Unf,0.0,409.0,825.0,GasA,Gd,Y,SBrkr,1097,896,0,0.0,0.0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1971.0,RFn,2.0,495.0,TA,TA,Y,0,66,0,0,0,0,Not Present,GdWo,Not Present,0,6,2006,WD ,Normal,35
2541,2542,534275010,1050,136500,20,RL,10659,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,915.0,Unf,0.0,135.0,1050.0,GasA,TA,Y,SBrkr,1050,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1961.0,Unf,1.0,368.0,TA,TA,Y,0,319,0,0,0,0,Not Present,Not Present,Not Present,0,1,2006,COD,Normal,45
2542,2543,534276010,864,129900,20,RL,9100,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,521.0,LwQ,174.0,169.0,864.0,GasA,TA,Y,SBrkr,864,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,Not Present,Detchd,1964.0,Unf,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,48
2543,2544,534276230,1712,145000,90,RL,8393,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,528.0,Unf,0.0,1098.0,1626.0,GasA,Ex,Y,SBrkr,1712,0,0,0.0,0.0,2,0,4,2,TA,8,Typ,0,Not Present,Attchd,2005.0,Fin,2.0,588.0,TA,TA,Y,272,54,0,0,0,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Family,1
2544,2545,534400120,1565,185900,190,RL,8800,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,Mn,ALQ,901.0,BLQ,252.0,34.0,1187.0,GasA,Ex,Y,SBrkr,1565,0,0,1.0,0.0,2,0,3,1,Gd,7,Min1,2,TA,Attchd,1965.0,RFn,1.0,299.0,TA,TA,Y,200,25,211,0,0,0,Not Present,MnPrv,Shed,460,6,2006,WD ,Abnorml,6
2545,2546,534403280,1251,160000,20,RL,8800,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,Unf,0.0,698.0,1251.0,GasA,TA,Y,SBrkr,1251,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,1.0,461.0,TA,TA,Y,0,116,0,0,0,0,Not Present,MnPrv,Shed,700,3,2006,WD ,Normal,42
2546,2547,534403400,1488,167000,20,RL,10368,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,CBlock,TA,TA,No,ALQ,260.0,LwQ,748.0,0.0,1008.0,GasA,Ex,Y,SBrkr,1488,0,0,1.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,Fin,2.0,430.0,TA,TA,Y,154,60,0,0,0,0,Not Present,Not Present,Not Present,0,4,2006,WD ,Normal,42
